Freq,R
9.77237220955802e+003,3.53741654149084e+001,-9.09184425861169e+001
9.99999999999991e+003,3.55741290659311e+001,-9.08975411732292e+001
1.02329299228075e+004,3.57740956302831e+001,-9.08771153371141e+001
1.04712854805089e+004,3.59740650371195e+001,-9.08571542685046e+001
1.07151930523760e+004,3.61740372216185e+001,-9.08376474031736e+001
1.09647819614318e+004,3.63740121248448e+001,-9.08185844164242e+001
1.12201845430195e+004,3.65739896936245e+001,-9.07999552177035e+001
1.14815362149687e+004,3.67739698804337e+001,-9.07817499453297e+001
1.17489755493952e+004,3.69739526432975e+001,-9.07639589613424e+001
1.20226443461740e+004,3.71739379457016e+001,-9.07465728464588e+001
1.23026877081237e+004,3.73739257565151e+001,-9.07295823951466e+001
1.25892541179416e+004,3.75739160499254e+001,-9.07129786108072e+001
1.28824955169312e+004,3.77739088053831e+001,-9.06967527010569e+001
1.31825673855640e+004,3.79739040075592e+001,-9.06808960731256e+001
1.34896288259164e+004,3.81739016463126e+001,-9.06654003293381e+001
1.38038426460287e+004,3.83739017166692e+001,-9.06502572627256e+001
1.41253754462274e+004,3.85739042188116e+001,-9.06354588527016e+001
1.44543977074591e+004,3.87739091580795e+001,-9.06209972608559e+001
1.47910838816819e+004,3.89739165449815e+001,-9.06068648268414e+001
1.51356124843619e+004,3.91739263952176e+001,-9.05930540643386e+001
1.54881661891247e+004,3.93739387297130e+001,-9.05795576571233e+001
1.58489319246110e+004,3.95739535746622e+001,-9.05663684552183e+001
1.62181009735891e+004,3.97739709615856e+001,-9.05534794711334e+001
1.65958690743755e+004,3.99739909273959e+001,-9.05408838761824e+001
1.69824365246173e+004,4.01740135144771e+001,-9.05285749968874e+001
1.73780082874936e+004,4.03740387707745e+001,-9.05165463114694e+001
1.77827941003891e+004,4.05740667498969e+001,-9.05047914464076e+001
1.81970085860997e+004,4.07740975112305e+001,-9.04933041730773e+001
1.86208713666285e+004,4.09741311200651e+001,-9.04820784044758e+001
1.90546071796323e+004,4.11741676477329e+001,-9.04711081920032e+001
1.94984459975803e+004,4.13742071717607e+001,-9.04603877223349e+001
1.99526231496886e+004,4.15742497760340e+001,-9.04499113143396e+001
2.04173794466951e+004,4.17742955509757e+001,-9.04396734160929e+001
2.08929613085402e+004,4.19743445937387e+001,-9.04296686019503e+001
2.13796208950221e+004,4.21743970084116e+001,-9.04198915696704e+001
2.18776162394953e+004,4.23744529062410e+001,-9.04103371376241e+001
2.23872113856832e+004,4.25745124058673e+001,-9.04010002420573e+001
2.29086765276775e+004,4.27745756335774e+001,-9.03918759344137e+001
2.34422881531990e+004,4.29746427235731e+001,-9.03829593787203e+001
2.39883291901947e+004,4.31747138182563e+001,-9.03742458490369e+001
2.45470891568501e+004,4.33747890685325e+001,-9.03657307269536e+001
2.51188643150956e+004,4.35748686341308e+001,-9.03574094991462e+001
2.57039578276884e+004,4.37749526839448e+001,-9.03492777550082e+001
2.63026799189536e+004,4.39750413963909e+001,-9.03413311842930e+001
2.69153480392689e+004,4.41751349597884e+001,-9.03335655748556e+001
2.75422870333814e+004,4.43752335727603e+001,-9.03259768104166e+001
2.81838293126443e+004,4.45753374446557e+001,-9.03185608683827e+001
2.88403150312658e+004,4.47754467959954e+001,-9.03113138177314e+001
2.95120922666636e+004,4.49755618589414e+001,-9.03042318169110e+001
3.01995172040199e+004,4.51756828777914e+001,-9.02973111118296e+001
3.09029543251356e+004,4.53758101094983e+001,-9.02905480338559e+001
3.16227766016835e+004,4.55759438242183e+001,-9.02839389978821e+001
3.23593656929625e+004,4.57760843058854e+001,-9.02774805004180e+001
3.31131121482588e+004,4.59762318528170e+001,-9.02711691177597e+001
3.38844156139199e+004,4.61763867783492e+001,-9.02650015041482e+001
3.46736850452528e+004,4.63765494115046e+001,-9.02589743900198e+001
3.54813389233572e+004,4.65767200976936e+001,-9.02530845802661e+001
3.63078054770098e+004,4.67768991994511e+001,-9.02473289525467e+001
3.71535229097169e+004,4.69770870972092e+001,-9.02417044556324e+001
3.80189396320557e+004,4.71772841901089e+001,-9.02362081077926e+001
3.89045144994277e+004,4.73774908968519e+001,-9.02308369952103e+001
3.98107170553493e+004,4.75777076565939e+001,-9.02255882704473e+001
4.07380277804108e+004,4.77779349298821e+001,-9.02204591509461e+001
4.16869383470331e+004,4.79781731996387e+001,-9.02154469175078e+001
4.26579518801588e+004,4.81784229721925e+001,-9.02105489129321e+001
4.36515832240161e+004,4.83786847783606e+001,-9.02057625405382e+001
4.46683592150958e+004,4.85789591745832e+001,-9.02010852628114e+001
4.57088189614870e+004,4.87792467441133e+001,-9.01965146000873e+001
4.67735141287193e+004,4.89795480982640e+001,-9.01920481292093e+001
4.78630092322633e+004,4.91798638777169e+001,-9.01876834822331e+001
4.89778819368441e+004,4.93801947538934e+001,-9.01834183452071e+001
5.01187233627267e+004,4.95805414303928e+001,-9.01792504569322e+001
5.12861383991359e+004,4.97809046444994e+001,-9.01751776077520e+001
5.24807460249767e+004,4.99812851687632e+001,-9.01711976383965e+001
5.37031796370247e+004,5.01816838126564e+001,-9.01673084388298e+001
5.49540873857619e+004,5.03821014243106e+001,-9.01635079471493e+001
5.62341325190343e+004,5.05825388923371e+001,-9.01597941484647e+001
5.75439937337151e+004,5.07829971477360e+001,-9.01561650738550e+001
5.88843655355583e+004,5.09834771658971e+001,-9.01526187993204e+001
6.02559586074351e+004,5.11839799686972e+001,-9.01491534447522e+001
6.16595001861475e+004,5.13845066266995e+001,-9.01457671729364e+001
6.30957344480186e+004,5.15850582614589e+001,-9.01424581886087e+001
6.45654229034648e+004,5.17856360479387e+001,-9.01392247374634e+001
6.60693448007589e+004,5.19862412170443e+001,-9.01360651052556e+001
6.76082975391974e+004,5.21868750582802e+001,-9.01329776168803e+001
6.91830970918929e+004,5.23875389225346e+001,-9.01299606354714e+001
7.07945784384130e+004,5.25882342249999e+001,-9.01270125615754e+001
7.24435960074982e+004,5.27889624482348e+001,-9.01241318322490e+001
7.41310241300909e+004,5.29897251453750e+001,-9.01213169202713e+001
7.58577575029175e+004,5.31905239434997e+001,-9.01185663333346e+001
7.76247116628683e+004,5.33913605471624e+001,-9.01158786132230e+001
7.94328234724272e+004,5.35922367420941e+001,-9.01132523350888e+001
8.12830516164090e+004,5.37931543990858e+001,-9.01106861066310e+001
8.31763771102661e+004,5.39941154780622e+001,-9.01081785674224e+001
8.51138038202367e+004,5.41951220323539e+001,-9.01057283881604e+001
8.70963589956071e+004,5.43961762131790e+001,-9.01033342699598e+001
8.91250938133735e+004,5.45972802743445e+001,-9.01009949436882e+001
9.12010839355899e+004,5.47984365771794e+001,-9.00987091692540e+001
9.33254300796980e+004,5.49996475957094e+001,-9.00964757349824e+001
9.54992586021425e+004,5.52009159220883e+001,-9.00942934569695e+001
9.77237220955799e+004,5.54022442722972e+001,-9.00921611784571e+001
9.99999999999988e+004,5.56036354921253e+001,-9.00900777692039e+001
1.02329299228074e+005,5.58050925634484e+001,-9.00880421249226e+001
1.04712854805089e+005,5.60066186108196e+001,-9.00860531666216e+001
1.07151930523759e+005,5.62082169083877e+001,-9.00841098401621e+001
1.09647819614317e+005,5.64098908871626e+001,-9.00822111155692e+001
1.12201845430195e+005,5.66116441426433e+001,-9.00803559865586e+001
1.14815362149687e+005,5.68134804428303e+001,-9.00785434700019e+001
1.17489755493952e+005,5.70154037366407e+001,-9.00767726053834e+001
1.20226443461740e+005,5.72174181627492e+001,-9.00750424543210e+001
1.23026877081237e+005,5.74195280588763e+001,-9.00733521000272e+001
1.25892541179415e+005,5.76217379715492e+001,-9.00717006469084e+001
1.28824955169312e+005,5.78240526663604e+001,-9.00700872199753e+001
1.31825673855639e+005,5.80264771387510e+001,-9.00685109645191e+001
1.34896288259164e+005,5.82290166253484e+001,-9.00669710455221e+001
1.38038426460287e+005,5.84316766158875e+001,-9.00654666473385e+001
1.41253754462274e+005,5.86344628657500e+001,-9.00639969731811e+001
1.44543977074591e+005,5.88373814091545e+001,-9.00625612447661e+001
1.47910838816819e+005,5.90404385730346e+001,-9.00611587018535e+001
1.51356124843619e+005,5.92436409916454e+001,-9.00597886018700e+001
1.54881661891246e+005,5.94469956219377e+001,-9.00584502195365e+001
1.58489319246109e+005,5.96505097597463e+001,-9.00571428464812e+001
1.62181009735891e+005,5.98541910568384e+001,-9.00558657908349e+001
1.65958690743754e+005,6.00580475388731e+001,-9.00546183769387e+001
1.69824365246172e+005,6.02620876243248e+001,-9.00533999449161e+001
1.73780082874935e+005,6.04663201444298e+001,-9.00522098504242e+001
1.77827941003890e+005,6.06707543642149e+001,-9.00510474641966e+001
1.81970085860996e+005,6.08754000046760e+001,-9.00499121718191e+001
1.86208713666284e+005,6.10802672661752e+001,-9.00488033734683e+001
1.90546071796322e+005,6.12853668531325e+001,-9.00477204833511e+001
1.94984459975802e+005,6.14907100000924e+001,-9.00466629297062e+001
1.99526231496885e+005,6.16963084992520e+001,-9.00456301543273e+001
2.04173794466950e+005,6.19021747295433e+001,-9.00446216123867e+001
2.08929613085401e+005,6.21083216873692e+001,-9.00436367720298e+001
2.13796208950220e+005,6.23147630191016e+001,-9.00426751142566e+001
2.18776162394952e+005,6.25215130554553e+001,-9.00417361325615e+001
2.23872113856831e+005,6.27285868478638e+001,-9.00408193327293e+001
2.29086765276774e+005,6.29360002069901e+001,-9.00399242325647e+001
2.34422881531989e+005,6.31437697435177e+001,-9.00390503617465e+001
2.39883291901946e+005,6.33519129113784e+001,-9.00381972614334e+001
2.45470891568500e+005,6.35604480535855e+001,-9.00373644841915e+001
2.51188643150955e+005,6.37693944508561e+001,-9.00365515937081e+001
2.57039578276883e+005,6.39787723732216e+001,-9.00357581646740e+001
2.63026799189535e+005,6.41886031348398e+001,-9.00349837824884e+001
2.69153480392688e+005,6.43989091522443e+001,-9.00342280431733e+001
2.75422870333813e+005,6.46097140062853e+001,-9.00334905530304e+001
2.81838293126442e+005,6.48210425080371e+001,-9.00327709287217e+001
2.88403150312657e+005,6.50329207689755e+001,-9.00320687969304e+001
2.95120922666635e+005,6.52453762757529e+001,-9.00313837942657e+001
3.01995172040197e+005,6.54584379699313e+001,-9.00307155670152e+001
3.09029543251355e+005,6.56721363330654e+001,-9.00300637713196e+001
3.16227766016834e+005,6.58865034775666e+001,-9.00294280727313e+001
3.23593656929624e+005,6.61015732438190e+001,-9.00288081462655e+001
3.31131121482586e+005,6.63173813040665e+001,-9.00282036761781e+001
3.38844156139198e+005,6.65339652736386e+001,-9.00276143561907e+001
3.46736850452527e+005,6.67513648301431e+001,-9.00270398889531e+001
3.54813389233570e+005,6.69696218413160e+001,-9.00264799863769e+001
3.63078054770096e+005,6.71887805022909e+001,-9.00259343694712e+001
3.71535229097167e+005,6.74088874831323e+001,-9.00254027682227e+001
3.80189396320556e+005,6.76299920875650e+001,-9.00248849217273e+001
3.89045144994275e+005,6.78521464239369e+001,-9.00243805780635e+001
3.98107170553492e+005,6.80754055895642e+001,-9.00238894944499e+001
4.07380277804107e+005,6.82998278697399e+001,-9.00234114372224e+001
4.16869383470329e+005,6.85254749528313e+001,-9.00229461819443e+001
4.26579518801586e+005,6.87524121630606e+001,-9.00224935133722e+001
4.36515832240160e+005,6.89807087127485e+001,-9.00220532258659e+001
4.46683592150957e+005,6.92104379760196e+001,-9.00216251231995e+001
4.57088189614868e+005,6.94416777862083e+001,-9.00212090190598e+001
4.67735141287191e+005,6.96745107594898e+001,-9.00208047371737e+001
4.78630092322631e+005,6.99090246475761e+001,-9.00204121113972e+001
4.89778819368439e+005,7.01453127226904e+001,-9.00200309863378e+001
5.01187233627265e+005,7.03834741984535e+001,-9.00196612176153e+001
5.12861383991357e+005,7.06236146908080e+001,-9.00193026722106e+001
5.24807460249765e+005,7.08658467236704e+001,-9.00189552291944e+001
5.37031796370245e+005,7.11102902846614e+001,-9.00186187799569e+001
5.49540873857616e+005,7.13570734370246e+001,-9.00182932292994e+001
5.62341325190341e+005,7.16063329947397e+001,-9.00179784960205e+001
5.75439937337148e+005,7.18582152688789e+001,-9.00176745136399e+001
5.88843655355580e+005,7.21128768944798e+001,-9.00173812319590e+001
6.02559586074349e+005,7.23704857486525e+001,-9.00170986175773e+001
6.16595001861473e+005,7.26312219723456e+001,-9.00168266558039e+001
6.30957344480184e+005,7.28952791102173e+001,-9.00165653520271e+001
6.45654229034646e+005,7.31628653854698e+001,-9.00163147334551e+001
6.60693448007586e+005,7.34342051293830e+001,-9.00160748516105e+001
6.76082975391971e+005,7.37095403887413e+001,-9.00158457841972e+001
6.91830970918926e+005,7.39891327385113e+001,-9.00156276384808e+001
7.07945784384127e+005,7.42732653321712e+001,-9.00154205543555e+001
7.24435960074979e+005,7.45622452282286e+001,-9.00152247082974e+001
7.41310241300906e+005,7.48564060389563e+001,-9.00150403180518e+001
7.58577575029172e+005,7.51561109565931e+001,-9.00148676479204e+001
7.76247116628680e+005,7.54617562236323e+001,-9.00147070149226e+001
7.94328234724269e+005,7.57737751279665e+001,-9.00145587965692e+001
8.12830516164087e+005,7.60926426213310e+001,-9.00144234400652e+001
8.31763771102658e+005,7.64188806817380e+001,-9.00143014726007e+001
8.51138038202363e+005,7.67530645687664e+001,-9.00141935148020e+001
8.70963589956067e+005,7.70958301565365e+001,-9.00141002960739e+001
8.91250938133732e+005,7.74478825754349e+001,-9.00140226745602e+001
9.12010839355895e+005,7.78100064536096e+001,-9.00139616597324e+001
9.33254300796976e+005,7.81830781276673e+001,-9.00139184422913e+001
9.54992586021421e+005,7.85680802955387e+001,-9.00138944302034e+001
9.77237220955795e+005,7.89661197225516e+001,-9.00138912943560e+001
9.99999999999984e+005,7.93784487979064e+001,-9.00139110261362e+001
1.02329299228074e+006,7.98064919926819e+001,-9.00139560116825e+001
1.04712854805088e+006,8.02518786212858e+001,-9.00140291274776e+001
1.07151930523759e+006,8.07164837995787e+001,-9.00141338643851e+001
1.09647819614317e+006,8.12024801914082e+001,-9.00142744946722e+001
1.12201845430195e+006,8.17124041447934e+001,-9.00144562927766e+001
1.14815362149686e+006,8.22492413045052e+001,-9.00146858401195e+001
1.17489755493951e+006,8.28165390176830e+001,-9.00149714437365e+001
1.20226443461739e+006,8.34185562712784e+001,-9.00153237316889e+001
1.23026877081236e+006,8.40604672833336e+001,-9.00157565125164e+001
1.25892541179415e+006,8.47486435768798e+001,-9.00162880432573e+001
1.28824955169311e+006,8.54910538984991e+001,-9.00169429656253e+001
1.31825673855639e+006,8.62978464933784e+001,-9.00177553426502e+001
1.34896288259163e+006,8.71822236244416e+001,-9.00187736153519e+001
1.38038426460286e+006,8.81618041900819e+001,-9.00200690559627e+001
1.41253754462273e+006,8.92608429049819e+001,-9.00217509825362e+001
1.44543977074590e+006,9.05140463496309e+001,-9.00239960112774e+001
1.47910838816818e+006,9.19736002725903e+001,-9.00271092034246e+001
1.51356124843618e+006,9.37233200056654e+001,-9.00316666959459e+001
1.54881661891246e+006,9.59108474617733e+001,-9.00389026464925e+001
1.58489319246109e+006,9.88353112538966e+001,-9.00520238335136e+001
1.62181009735890e+006,1.03269050433027e+002,-9.00827731337718e+001
1.65958690743753e+006,1.12781497521506e+002,-9.02363267202478e+001
1.69824365246172e+006,1.12876207524892e+002,9.02281645984100e+001
1.73780082874935e+006,1.03300631769654e+002,9.00723549819768e+001
1.77827941003889e+006,9.88542734450064e+001,9.00414143116906e+001
1.81970085860995e+006,9.59244062167338e+001,9.00282265018886e+001
1.86208713666284e+006,9.37338805589326e+001,9.00209474307546e+001
1.90546071796322e+006,9.19822559078138e+001,9.00163511961352e+001
1.94984459975801e+006,9.05213857526649e+001,9.00131979361958e+001
1.99526231496885e+006,8.92672192817228e+001,9.00109093205416e+001
2.04173794466950e+006,8.81674460797372e+001,9.00091792887276e+001
2.08929613085400e+006,8.71872873900418e+001,9.00078307091603e+001
2.13796208950220e+006,8.63024438168182e+001,9.00067539670782e+001
2.18776162394952e+006,8.54952673212217e+001,9.00058776011335e+001
2.23872113856830e+006,8.47525358242967e+001,9.00051530400906e+001
2.29086765276773e+006,8.40640871357635e+001,9.00045461220847e+001
2.34422881531988e+006,8.34219424104328e+001,9.00040321237864e+001
2.39883291901945e+006,8.28197226323584e+001,9.00035927158382e+001
2.45470891568499e+006,8.22522479066797e+001,9.00032140240622e+001
2.51188643150954e+006,8.17152548668469e+001,9.00028853565692e+001
2.57039578276882e+006,8.12051927327502e+001,9.00025983422658e+001
2.63026799189534e+006,8.07190731305599e+001,9.00023463369590e+001
2.69153480392687e+006,8.02543575154310e+001,9.00021240005103e+001
2.75422870333812e+006,7.98088714351561e+001,9.00019269936359e+001
2.81838293126441e+006,7.93807383032183e+001,9.00017517561419e+001
2.88403150312656e+006,7.89683275846683e+001,9.00015953394954e+001
2.95120922666634e+006,7.85702137869642e+001,9.00014552829056e+001
3.01995172040196e+006,7.81851436594926e+001,9.00013295170841e+001
3.09029543251354e+006,7.78120097053731e+001,9.00012162901943e+001
3.16227766016832e+006,7.74498286013778e+001,9.00011141102340e+001
3.23593656929623e+006,7.70977234732241e+001,9.00010216988072e+001
3.31131121482585e+006,7.67549092278654e+001,9.00009379554426e+001
3.38844156139197e+006,7.64206803308694e+001,9.00008619274760e+001
3.46736850452526e+006,7.60944005552700e+001,9.00007927874723e+001
3.54813389233569e+006,7.57754943319719e+001,9.00007298127472e+001
3.63078054770095e+006,7.54634394103151e+001,9.00006723706236e+001
3.71535229097166e+006,7.51577605974468e+001,9.00006199044684e+001
3.80189396320555e+006,7.48580243914533e+001,9.00005719235186e+001
3.89045144994274e+006,7.45638343592090e+001,9.00005279933364e+001
3.98107170553490e+006,7.42748271381190e+001,9.00004877284596e+001
4.07380277804106e+006,7.39906689632022e+001,9.00004507857413e+001
4.16869383470328e+006,7.37110526386620e+001,9.00004168591996e+001
4.26579518801585e+006,7.34356948872506e+001,9.00003856749607e+001
4.36515832240158e+006,7.31643340221280e+001,9.00003569878720e+001
4.46683592150955e+006,7.28967278951366e+001,9.00003305773914e+001
4.57088189614867e+006,7.26326520829211e+001,9.00003062452125e+001
4.67735141287190e+006,7.23718982784608e+001,9.00002838125529e+001
4.78630092322630e+006,7.21142728606326e+001,9.00002631179075e+001
4.89778819368437e+006,7.18595956185893e+001,9.00002440149935e+001
5.01187233627263e+006,7.16076986112006e+001,9.00002263714438e+001
5.12861383991356e+006,7.13584251446848e+001,9.00002100670815e+001
5.24807460249763e+006,7.11116288539714e+001,9.00001949926422e+001
5.37031796370243e+006,7.08671728753615e+001,9.00001810486919e+001
5.49540873857615e+006,7.06249290997584e+001,9.00001681447118e+001
5.62341325190339e+006,7.03847774971894e+001,9.00001561980307e+001
5.75439937337146e+006,7.01466055045615e+001,9.00001451332950e+001
5.88843655355578e+006,6.99103074696428e+001,9.00001348814266e+001
6.02559586074347e+006,6.96757841451519e+001,9.00001253793308e+001
6.16595001861471e+006,6.94429422276033e+001,9.00001165692039e+001
6.30957344480182e+006,6.92116939362141e+001,9.00001083980298e+001
6.45654229034644e+006,6.89819566277444e+001,9.00001008171646e+001
6.60693448007584e+006,6.87536524436336e+001,9.00000937819618e+001
6.76082975391969e+006,6.85267079862196e+001,9.00000872513653e+001
6.91830970918924e+006,6.83010540211961e+001,9.00000811875451e+001
7.07945784384125e+006,6.80766252037850e+001,9.00000755558283e+001
7.24435960074977e+006,6.78533598263808e+001,9.00000703241852e+001
7.41310241300904e+006,6.76311995856687e+001,9.00000654631130e+001
7.58577575029170e+006,6.74100893674356e+001,9.00000609454354e+001
7.76247116628677e+006,6.71899770474770e+001,9.00000567460311e+001
7.94328234724267e+006,6.69708133071757e+001,9.00000528417626e+001
8.12830516164084e+006,6.67525514624692e+001,9.00000492112384e+001
8.31763771102655e+006,6.65351473050562e+001,9.00000458346545e+001
8.51138038202361e+006,6.63185589548045e+001,9.00000426937827e+001
8.70963589956064e+006,6.61027467224284e+001,9.00000397716694e+001
8.91250938133729e+006,6.58876729815885e+001,9.00000370527471e+001
9.12010839355893e+006,6.56733020496545e+001,9.00000345224830e+001
9.33254300796974e+006,6.54596000764369e+001,9.00000321674532e+001
9.54992586021418e+006,6.52465349402612e+001,9.00000299753081e+001
9.77237220955792e+006,6.50340761508167e+001,9.00000279344873e+001
1.00000000000000e+007,6.48221947582588e+001,9.00000260343251e+001
